ticket_id,text,category,priority,channel,sentiment,resolution_status,response_time_hours,resolution_time_hours,customer_satisfaction,word_count,char_count,cleaned_text,text_length,unique_words
TKT-1908,"To whom it may concern, I want to merge two accounts into one Looking forward to your prompt response.",Account Management,High,Email,Positive,Resolved,3.37,33.79,5,19,102,may concern want merge two account one looking forward prompt response,102,11
TKT-1909,"Hi team, The export function produces corrupt files",Technical Support,Medium,Phone,Neutral,Escalated,0.81,23.37,1,8,51,team export function produce corrupt file,51,6
TKT-1910,"Dear Support, Can I exchange the product for a different size I have been waiting for a while now.",Returns & Refunds,Medium,Chat,Neutral,Resolved,2.15,27.38,5,19,98,dear support exchange product different size waiting,98,7
TKT-1911,"Dear Support, Dashboard is not loading any data for me Thank you for your help.",Technical Support,Medium,Web Form,Neutral,Escalated,2.82,4.27,2,15,79,dear support dashboard loading data thank help,79,7
TKT-1912,"Hi there, My profile picture is not updating correctly Looking forward to your prompt response.",Account Management,High,Chat,Negative,Pending,3.02,4.02,2,15,95,profile picture updating correctly looking forward prompt response,95,8
TKT-1913,"Hi, The export function produces corrupt files Thank you for your help.",Technical Support,Medium,Phone,Negative,Resolved,3.94,33.9,3,12,71,export function produce corrupt file thank help,71,7
TKT-1914,"Dear Support, My order has not arrived yet and it is overdue I have been waiting for a while now.",Shipping & Delivery,Medium,Web Form,Negative,Pending,3.91,28.73,2,20,97,dear support order arrived yet overdue waiting,97,7
TKT-1915,"Hello, I want to change the delivery address for my order",Shipping & Delivery,Medium,Web Form,Negative,Pending,2.73,77.12,2,11,57,hello want change delivery address order,57,6
TKT-1916,"Hello, I keep getting disconnected from the server This is affecting my work significantly.",Technical Support,High,Chat,Neutral,Resolved,11.3,12.3,4,14,91,hello keep getting disconnected server affecting work significantly,91,8
TKT-1917,"Dear Support, Please update my personal information in the system I need urgent assistance with this.",Account Management,High,Chat,Neutral,Resolved,1.95,31.59,5,16,101,dear support please update personal information system need urgent assistance,101,10
TKT-1918,"To whom it may concern, The replacement item also arrived damaged",Returns & Refunds,Medium,Email,Negative,Resolved,3.65,24.27,3,11,65,may concern replacement item also arrived damaged,65,7
TKT-1919,"Good day, I cannot find my billing history on the portal This is affecting my work significantly.",Billing & Payments,Critical,Chat,Negative,Resolved,1.28,9.78,5,17,97,good day cannot find billing history portal affecting work significantly,97,10
TKT-1920,"To whom it may concern, The item I received is defective and I need replacement Please let me know what steps I should take.",Returns & Refunds,Medium,Chat,Negative,Resolved,1.46,6.32,4,24,124,may concern item received defective need replacement please let know step take,124,12
TKT-1921,"Hi, Subscription fee was deducted twice this month Please help me resolve this as soon as possible.",Billing & Payments,Low,Email,Positive,Pending,21.71,77.49,4,17,99,subscription fee deducted twice month please help resolve soon possible,99,10
TKT-1922,"Hi team, What is the data retention policy for your service Looking forward to your prompt response.",Product Information,Medium,Phone,Positive,Resolved,69.12,89.38,4,17,100,team data retention policy service looking forward prompt response,100,9
TKT-1923,"Hi team, What is the data retention policy for your service I have been waiting for a while now.",Product Information,Critical,Chat,Neutral,Resolved,0.5,1.78,4,19,96,team data retention policy service waiting,96,6
TKT-1924,"Hello, Can I expedite the shipping on my recent order",Shipping & Delivery,Medium,Phone,Negative,Resolved,0.68,28.49,3,10,53,hello expedite shipping recent order,53,5
TKT-1925,"Good day, I need to schedule a redelivery for my parcel Looking forward to your prompt response.",Shipping & Delivery,Critical,Phone,Negative,Pending,1.04,11.46,3,17,96,good day need schedule redelivery parcel looking forward prompt response,96,10
TKT-1926,"Hi, Can you explain the difference between basic and pro Please let me know what steps I should take.",Product Information,Critical,Chat,Negative,Resolved,0.5,3.19,4,19,101,explain difference basic pro please let know step take,101,9
TKT-1927,"Hi there, Please update my payment method to a new card I need urgent assistance with this.",Billing & Payments,Medium,Chat,Positive,Resolved,36.07,53.49,4,17,91,please update payment method new card need urgent assistance,91,9
TKT-1928,"Dear Support, Please update my payment method to a new card Thank you for your help.",Billing & Payments,High,Chat,Negative,Resolved,0.98,41.57,3,16,84,dear support please update payment method new card thank help,84,10
TKT-1929,"Hello, The export function produces corrupt files I need urgent assistance with this.",Technical Support,Medium,Phone,Positive,Resolved,2.7,5.7,4,13,85,hello export function produce corrupt file need urgent assistance,85,9
TKT-1930,"Dear team, Please remove the two factor authentication from my account Please help me resolve this as soon as possible.",Account Management,Low,Phone,Positive,Pending,59.2,198.0,3,20,119,dear team please remove two factor authentication account please help resolve soon possible,119,12
TKT-1931,"Dear Support, What languages does your platform currently support Thank you for your help.",Product Information,Low,Phone,Negative,Pending,17.05,36.14,4,14,90,dear support language platform currently support thank help,90,7
TKT-1932,"Hello, The application keeps crashing when I open it I have been waiting for a while now.",Technical Support,High,Email,Negative,Resolved,0.95,19.83,3,17,89,hello application keep crashing open waiting,89,6
TKT-1933,"Hi team, My data is not syncing across devices properly Please let me know what steps I should take.",Technical Support,Low,Phone,Negative,Resolved,10.91,143.59,4,19,100,team data syncing across device properly please let know step take,100,11
TKT-1934,"Hi there, I was denied a refund but the product is faulty This is affecting my work significantly.",Returns & Refunds,Critical,Email,Negative,Resolved,0.5,3.82,5,18,98,denied refund product faulty affecting work significantly,98,7
TKT-1935,"Hi team, I was charged twice for my subscription this month",Billing & Payments,Medium,Phone,Negative,Resolved,41.05,52.32,4,11,59,team charged twice subscription month,59,5
TKT-1936,"To whom it may concern, The application keeps crashing when I open it Please help me resolve this as soon as possible.",Technical Support,Low,Email,Negative,Resolved,14.0,43.28,4,22,118,may concern application keep crashing open please help resolve soon possible,118,11
TKT-1937,"Hi there, Can you explain the difference between basic and pro",Product Information,Medium,Phone,Positive,Pending,5.47,7.43,3,11,62,explain difference basic pro,62,4
TKT-1938,"Hi, I cannot log in to my account after the update This is affecting my work significantly.",Technical Support,Critical,Email,Neutral,Resolved,0.86,1.86,4,17,91,cannot log account update affecting work significantly,91,7
TKT-1939,"Hi there, Dashboard is not loading any data for me I need urgent assistance with this.",Technical Support,Medium,Chat,Negative,Resolved,9.91,10.91,3,16,86,dashboard loading data need urgent assistance,86,6
TKT-1940,"Hi there, Can you explain the difference between basic and pro Thank you for your help.",Product Information,High,Web Form,Positive,Pending,1.26,6.82,3,16,87,explain difference basic pro thank help,87,6
TKT-1941,"Hi there, What is the data retention policy for your service I need urgent assistance with this.",Product Information,High,Email,Negative,Pending,4.42,10.76,3,17,96,data retention policy service need urgent assistance,96,7
TKT-1942,"Hi team, Please process my refund to the original payment method Looking forward to your prompt response.",Returns & Refunds,Low,Chat,Neutral,Pending,8.62,43.5,4,17,105,team please process refund original payment method looking forward prompt response,105,11
TKT-1943,"To whom it may concern, I cannot verify my email address with the link sent Looking forward to your prompt response.",Account Management,High,Email,Neutral,Resolved,10.14,20.6,4,21,116,may concern cannot verify email address link sent looking forward prompt response,116,12
TKT-1944,"Hi there, What features are included in the premium plan",Product Information,Medium,Chat,Neutral,Pending,1.49,6.46,3,10,56,feature included premium plan,56,4
TKT-1945,"Good day, Is there a free trial available for your enterprise plan Please let me know what steps I should take.",Product Information,Critical,Phone,Neutral,Pending,0.5,1.5,2,21,111,good day free trial available enterprise plan please let know step take,111,12
TKT-1946,"Dear Support, My order has not arrived yet and it is overdue I need urgent assistance with this.",Shipping & Delivery,High,Chat,Neutral,Resolved,5.17,6.61,4,18,96,dear support order arrived yet overdue need urgent assistance,96,9
TKT-1947,"To whom it may concern, I want to upgrade my plan but billing is confusing Thank you for your help.",Billing & Payments,Medium,Email,Negative,Pending,19.79,62.29,3,20,99,may concern want upgrade plan billing confusing thank help,99,9
TKT-1948,I want to change the delivery address for my order Please help me resolve this as soon as possible.,Shipping & Delivery,Medium,Phone,Neutral,Resolved,8.93,45.64,4,19,99,want change delivery address order please help resolve soon possible,99,10
